file_path,func_name,has_CWE,cwe_id,analyzer_message,analyzer_type,line_range
examples\example-libev.c,main,True,,signal,SAST_RATS,35-54
examples\example-libev.c,main,True,,printf,SAST_RATS,35-54
examples\example-libevent-ssl.c,getCallback,True,CWE-398,"Parameter 'privdata' can be declared as pointer to const. However it seems that 'getCallback' is a callback function, if 'privdata' is declared with const you might also need to cast function pointer(s).",SAST_CPPCHECK,11-18
examples\example-libevent-ssl.c,getCallback,True,CWE-398,Variable 'reply' can be declared as pointer to const,SAST_CPPCHECK,11-18
examples\example-libevent-ssl.c,getCallback,True,,printf,SAST_RATS,11-18
examples\example-libevent-ssl.c,connectCallback,True,,printf,SAST_RATS,20-26
examples\example-libevent-ssl.c,disconnectCallback,True,,printf,SAST_RATS,28-34
examples\example-libevent-ssl.c,main,True,CWE-398,"Parameter 'privdata' can be declared as pointer to const. However it seems that 'getCallback' is a callback function, if 'privdata' is declared with const you might also need to cast function pointer(s).",SAST_CPPCHECK,36-90
examples\example-libevent-ssl.c,main,True,CWE-190,"Unless checked, the resulting number can exceed the expected range (CWE-190).",SAST_FLAWFINDER,36-90
examples\example-libevent-ssl.c,main,True,CWE-126,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,SAST_FLAWFINDER,36-90
examples\example-libevent-ssl.c,main,True,,strlen,SAST_RATS,36-90
examples\example-libevent-ssl.c,main,True,,signal,SAST_RATS,36-90
examples\example-libevent-ssl.c,main,True,,fprintf,SAST_RATS,36-90
examples\example-libevent-ssl.c,main,True,,printf,SAST_RATS,36-90
examples\example-libevent.c,getCallback,True,CWE-398,"Parameter 'privdata' can be declared as pointer to const. However it seems that 'getCallback' is a callback function, if 'privdata' is declared with const you might also need to cast function pointer(s).",SAST_CPPCHECK,10-22
examples\example-libevent.c,getCallback,True,CWE-398,Variable 'reply' can be declared as pointer to const,SAST_CPPCHECK,10-22
examples\example-libevent.c,getCallback,True,,printf,SAST_RATS,10-22
examples\example-libevent.c,connectCallback,True,,printf,SAST_RATS,24-30
examples\example-libevent.c,disconnectCallback,True,,printf,SAST_RATS,32-38
examples\example-libevent.c,main,True,CWE-398,"Parameter 'privdata' can be declared as pointer to const. However it seems that 'getCallback' is a callback function, if 'privdata' is declared with const you might also need to cast function pointer(s).",SAST_CPPCHECK,40-67
examples\example-libevent.c,main,True,CWE-126,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,SAST_FLAWFINDER,40-67
examples\example-libevent.c,main,True,,strlen,SAST_RATS,40-67
examples\example-libevent.c,main,True,,signal,SAST_RATS,40-67
examples\example-libevent.c,main,True,,printf,SAST_RATS,40-67
examples\example-libhv.c,getCallback,True,CWE-398,"Parameter 'privdata' can be declared as pointer to const. However it seems that 'getCallback' is a callback function, if 'privdata' is declared with const you might also need to cast function pointer(s).",SAST_CPPCHECK,10-17
examples\example-libhv.c,getCallback,True,CWE-398,Variable 'reply' can be declared as pointer to const,SAST_CPPCHECK,10-17
examples\example-libhv.c,getCallback,True,,printf,SAST_RATS,10-17
examples\example-libhv.c,debugCallback,True,CWE-398,Variable 'reply' can be declared as pointer to const,SAST_CPPCHECK,19-29
examples\example-libhv.c,debugCallback,True,,printf,SAST_RATS,19-29
examples\example-libhv.c,connectCallback,True,,printf,SAST_RATS,31-37
examples\example-libhv.c,disconnectCallback,True,,printf,SAST_RATS,39-45
examples\example-libhv.c,main,True,CWE-398,"Parameter 'privdata' can be declared as pointer to const. However it seems that 'getCallback' is a callback function, if 'privdata' is declared with const you might also need to cast function pointer(s).",SAST_CPPCHECK,47-70
examples\example-libhv.c,main,True,CWE-126,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,SAST_FLAWFINDER,47-70
examples\example-libhv.c,main,True,,strlen,SAST_RATS,47-70
examples\example-libhv.c,main,True,,signal,SAST_RATS,47-70
examples\example-libhv.c,main,True,,printf,SAST_RATS,47-70
examples\example-libsdevent.c,debugCallback,True,CWE-398,Variable 'reply' can be declared as pointer to const,SAST_CPPCHECK,10-20
examples\example-libsdevent.c,debugCallback,True,,printf,SAST_RATS,10-20
examples\example-libsdevent.c,getCallback,True,CWE-398,"Parameter 'privdata' can be declared as pointer to const. However it seems that 'getCallback' is a callback function, if 'privdata' is declared with const you might also need to cast function pointer(s).",SAST_CPPCHECK,22-32
examples\example-libsdevent.c,getCallback,True,CWE-398,Variable 'reply' can be declared as pointer to const,SAST_CPPCHECK,22-32
examples\example-libsdevent.c,getCallback,True,,printf,SAST_RATS,22-32
examples\example-libsdevent.c,connectCallback,True,,printf,SAST_RATS,34-40
examples\example-libsdevent.c,disconnectCallback,True,,printf,SAST_RATS,42-48
examples\example-libsdevent.c,main,True,CWE-398,"Parameter 'privdata' can be declared as pointer to const. However it seems that 'getCallback' is a callback function, if 'privdata' is declared with const you might also need to cast function pointer(s).",SAST_CPPCHECK,50-86
examples\example-libsdevent.c,main,True,CWE-126,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,SAST_FLAWFINDER,50-86
examples\example-libsdevent.c,main,True,,strlen,SAST_RATS,50-86
examples\example-libsdevent.c,main,True,,signal,SAST_RATS,50-86
examples\example-libsdevent.c,main,True,,printf,SAST_RATS,50-86
examples\example-libuv.c,debugCallback,True,CWE-398,Variable 'reply' can be declared as pointer to const,SAST_CPPCHECK,10-20
examples\example-libuv.c,debugCallback,True,,printf,SAST_RATS,10-20
examples\example-libuv.c,getCallback,True,CWE-398,"Parameter 'privdata' can be declared as pointer to const. However it seems that 'getCallback' is a callback function, if 'privdata' is declared with const you might also need to cast function pointer(s).",SAST_CPPCHECK,22-32
examples\example-libuv.c,getCallback,True,CWE-398,Variable 'reply' can be declared as pointer to const,SAST_CPPCHECK,22-32
examples\example-libuv.c,getCallback,True,,printf,SAST_RATS,22-32
examples\example-libuv.c,connectCallback,True,,printf,SAST_RATS,34-40
examples\example-libuv.c,disconnectCallback,True,,printf,SAST_RATS,42-48
examples\example-libuv.c,main,True,CWE-398,"Parameter 'privdata' can be declared as pointer to const. However it seems that 'getCallback' is a callback function, if 'privdata' is declared with const you might also need to cast function pointer(s).",SAST_CPPCHECK,50-81
examples\example-libuv.c,main,True,CWE-126,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,SAST_FLAWFINDER,50-81
examples\example-libuv.c,main,True,,strlen,SAST_RATS,50-81
examples\example-libuv.c,main,True,,signal,SAST_RATS,50-81
examples\example-libuv.c,main,True,,printf,SAST_RATS,50-81
examples\example-macosx.c,getCallback,True,CWE-398,"Parameter 'privdata' can be declared as pointer to const. However it seems that 'getCallback' is a callback function, if 'privdata' is declared with const you might also need to cast function pointer(s).",SAST_CPPCHECK,40-47
examples\example-macosx.c,getCallback,True,CWE-398,Variable 'reply' can be declared as pointer to const,SAST_CPPCHECK,40-47
examples\example-macosx.c,getCallback,True,,printf,SAST_RATS,40-47
examples\example-macosx.c,connectCallback,True,,printf,SAST_RATS,49-55
examples\example-macosx.c,disconnectCallback,True,,printf,SAST_RATS,57-64
examples\example-macosx.c,main,True,CWE-398,"Parameter 'privdata' can be declared as pointer to const. However it seems that 'getCallback' is a callback function, if 'privdata' is declared with const you might also need to cast function pointer(s).",SAST_CPPCHECK,66-93
examples\example-macosx.c,main,True,CWE-126,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,SAST_FLAWFINDER,66-93
examples\example-macosx.c,main,True,,strlen,SAST_RATS,66-93
examples\example-macosx.c,main,True,,signal,SAST_RATS,66-93
examples\example-macosx.c,main,True,,printf,SAST_RATS,66-93
examples\example-poll.c,getCallback,True,CWE-398,"Parameter 'privdata' can be declared as pointer to const. However it seems that 'getCallback' is a callback function, if 'privdata' is declared with const you might also need to cast function pointer(s).",SAST_CPPCHECK,13-20
examples\example-poll.c,getCallback,True,CWE-398,Variable 'reply' can be declared as pointer to const,SAST_CPPCHECK,13-20
examples\example-poll.c,getCallback,True,,printf,SAST_RATS,13-20
examples\example-poll.c,connectCallback,True,,printf,SAST_RATS,22-30
examples\example-poll.c,disconnectCallback,True,,printf,SAST_RATS,32-40
examples\example-poll.c,main,True,CWE-398,"Parameter 'privdata' can be declared as pointer to const. However it seems that 'getCallback' is a callback function, if 'privdata' is declared with const you might also need to cast function pointer(s).",SAST_CPPCHECK,42-62
examples\example-poll.c,main,True,CWE-126,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,SAST_FLAWFINDER,42-62
examples\example-poll.c,main,True,,strlen,SAST_RATS,42-62
examples\example-poll.c,main,True,,signal,SAST_RATS,42-62
examples\example-poll.c,main,True,,printf,SAST_RATS,42-62
examples\example-push.c,assertReplyAndFree,True,CWE-398,Parameter 'context' can be declared as pointer to const,SAST_CPPCHECK,43-55
examples\example-push.c,assertReplyAndFree,True,,fprintf,SAST_RATS,43-55
examples\example-push.c,enableClientTracking,True,,fprintf,SAST_RATS,58-76
examples\example-push.c,pushReplyHandler,True,,printf,SAST_RATS,78-97
examples\example-push.c,privdata_dtor,True,CWE-398,Variable 'icount' can be declared as pointer to const,SAST_CPPCHECK,101-104
examples\example-push.c,privdata_dtor,True,,printf,SAST_RATS,101-104
examples\example-push.c,main,True,CWE-686,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned int'.,SAST_CPPCHECK,106-159
examples\example-push.c,main,True,CWE-686,%d in format string (no. 2) requires 'int' but the argument type is 'unsigned int'.,SAST_CPPCHECK,106-159
examples\example-push.c,main,True,,printf,SAST_RATS,106-159
examples\example-push.c,main,True,CWE-190,"Unless checked, the resulting number can exceed the expected range (CWE-190).",SAST_FLAWFINDER,106-159
examples\example-qt.cpp,getCallback,False,,No issues found by SAST,None,9-18
examples\example-qt.cpp,main,False,,No issues found by SAST,None,36-46
examples\example-redismoduleapi.c,debugCallback,True,CWE-398,Variable 'reply' can be declared as pointer to const,SAST_CPPCHECK,10-20
examples\example-redismoduleapi.c,debugCallback,True,,printf,SAST_RATS,10-20
examples\example-redismoduleapi.c,getCallback,True,CWE-398,"Parameter 'privdata' can be declared as pointer to const. However it seems that 'getCallback' is a callback function, if 'privdata' is declared with const you might also need to cast function pointer(s).",SAST_CPPCHECK,22-34
examples\example-redismoduleapi.c,getCallback,True,CWE-398,Variable 'reply' can be declared as pointer to const,SAST_CPPCHECK,22-34
examples\example-redismoduleapi.c,getCallback,True,,printf,SAST_RATS,22-34
examples\example-redismoduleapi.c,connectCallback,True,,printf,SAST_RATS,36-42
examples\example-redismoduleapi.c,disconnectCallback,True,,printf,SAST_RATS,44-50
examples\example-redismoduleapi.c,RedisModule_OnLoad,True,CWE-398,"Parameter 'privdata' can be declared as pointer to const. However it seems that 'getCallback' is a callback function, if 'privdata' is declared with const you might also need to cast function pointer(s).",SAST_CPPCHECK,62-101
examples\example-redismoduleapi.c,RedisModule_OnLoad,True,,printf,SAST_RATS,62-101
examples\example-ssl.c,main,True,CWE-571,Condition 'argc>1' is always true,SAST_CPPCHECK,12-112
examples\example-ssl.c,main,True,CWE-190,"Unless checked, the resulting number can exceed the expected range (CWE-190).",SAST_FLAWFINDER,12-112
examples\example-ssl.c,main,True,CWE-119,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).",SAST_FLAWFINDER,12-112
examples\example-ssl.c,main,True,,printf,SAST_RATS,12-112
examples\example-ssl.c,main,True,,snprintf,SAST_RATS,12-112
examples\example.c,example_argv_command,True,CWE-476,"If memory allocation fails, then there is a possible null pointer dereference: argv",SAST_CPPCHECK,10-56
examples\example.c,example_argv_command,True,CWE-476,"If memory allocation fails, then there is a possible null pointer dereference: argvlen",SAST_CPPCHECK,10-56
examples\example.c,example_argv_command,True,,snprintf,SAST_RATS,10-56
examples\example.c,example_argv_command,True,CWE-119,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).",SAST_FLAWFINDER,10-56
examples\example.c,example_argv_command,True,,fprintf,SAST_RATS,10-56
examples\example.c,example_argv_command,True,,printf,SAST_RATS,10-56
examples\example.c,main,True,CWE-190,"Unless checked, the resulting number can exceed the expected range (CWE-190).",SAST_FLAWFINDER,58-145
examples\example.c,main,True,CWE-119,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).",SAST_FLAWFINDER,58-145
examples\example.c,main,True,,printf,SAST_RATS,58-145
examples\example.c,main,True,,snprintf,SAST_RATS,58-145
